Resolver IP,Last Event Date,Attempted Rankings,Successful Rankings,Top 10 Count,Top 25 Count,Top 50 Count,Top 75 Count,Top 100 Count,Top 200 Count
194.2.0.50,2020-01-31,727902,56069,1705,2976,5538,7828,7689,30333
194.6.79.162,2020-01-30,727902,2429,81,165,285,444,324,1130
194.6.128.3,2020-01-30,727902,1456,88,121,193,171,178,705
194.6.128.4,2020-01-30,727902,1444,74,109,165,177,203,716
194.6.240.1,2020-01-31,727902,228934,9651,16812,42052,63518,33831,63070
194.8.57.12,2020-01-31,727902,31798,658,4726,7272,3324,2688,13130
194.8.194.60,2020-01-30,727902,1815,362,108,195,186,176,788
194.9.223.79,2020-01-31,727902,1572,62,112,197,210,201,790
194.12.224.18,2020-01-30,727902,11109,560,452,669,712,794,7922
194.18.61.178,2020-01-31,727902,3485,232,578,686,478,289,1222
194.19.240.46,2020-01-30,727902,6983,246,425,1295,876,644,3497
194.20.0.24,2020-01-31,727902,108249,9187,7009,11795,21869,26975,31414
194.20.8.1,2020-01-31,727902,54827,1338,1645,3330,4216,6155,38143
194.20.8.4,2020-01-30,727902,62658,2074,2353,4249,5795,8631,39556
194.24.128.100,2020-01-31,727902,5440,428,436,526,521,563,2966
194.24.128.102,2020-01-31,727902,2667,176,205,282,294,333,1377
194.24.208.1,2020-01-30,727902,1679,91,115,188,257,227,801
194.25.0.52,2020-01-31,727902,178171,2090,7260,24944,34534,40311,69032
194.25.0.60,2020-01-31,727902,185639,3833,11231,29814,39924,35644,65193
194.25.0.68,2020-01-31,727902,201625,8483,21079,36283,39807,30888,65085
194.27.128.101,2020-01-31,727902,2878,296,426,316,315,248,1277
194.27.222.62,2020-01-31,727902,1529,70,102,195,192,219,751
194.29.200.10,2020-01-31,727902,92721,4153,3757,4080,8721,30042,41968
194.29.203.20,2020-01-31,727902,1468,63,109,200,181,189,726
194.30.0.1,2020-01-31,727902,11537,1276,1832,619,879,2195,4736
194.30.220.110,2020-01-31,727902,6022,1235,263,358,396,494,3276
194.30.220.114,2020-01-31,727902,4870,3340,136,237,218,188,751
194.30.220.117,2020-01-30,727902,4849,3337,126,209,196,199,782
194.48.124.200,2020-01-28,727902,1596,91,103,176,183,209,834
194.48.139.254,2020-01-30,727902,1625,125,120,197,208,192,783
194.50.125.10,2020-01-31,727902,54976,1791,2820,1944,2133,3293,42995
194.51.3.56,2020-01-31,727902,1514,100,131,191,170,176,746
194.51.3.76,2020-01-28,727902,1416,89,96,161,170,189,711
194.54.128.226,2020-01-29,727902,9569,202,757,845,652,738,6375
194.54.222.220,2020-01-31,727902,1531,73,111,177,203,198,769
194.62.44.10,2020-01-29,727902,1379,56,114,168,141,204,696
194.63.237.4,2020-01-29,727902,3148,623,317,191,249,274,1494
194.63.239.164,2020-01-28,727902,3333,800,145,208,280,313,1587
194.64.31.3,2020-01-31,727902,35649,239,1059,3886,4525,4710,21230
194.64.31.25,2020-01-25,727902,1563,77,134,178,197,197,780
194.65.3.20,2020-01-29,727902,1604,143,102,186,186,183,804
194.65.3.21,2020-01-31,727902,1486,129,104,172,175,199,707
194.65.5.2,2020-01-28,727902,1440,76,101,184,187,178,714
194.65.100.117,2020-01-28,727902,1597,269,117,193,169,171,678
194.65.100.179,2020-01-29,727902,1482,64,95,178,199,180,766
194.67.2.114,2020-01-31,727902,59804,2799,1281,1445,1510,5697,47072
194.71.24.10,2020-01-28,727902,4367,150,669,982,493,478,1595
194.72.0.98,2020-01-31,727902,39691,2211,3322,8200,8074,3807,14077
194.72.0.114,2020-01-31,727902,39774,2128,3454,8113,8124,3809,14146
194.72.6.51,2020-01-31,727902,27248,2339,3770,7381,4873,2071,6814
194.72.6.52,2020-01-30,727902,1402,71,118,163,187,179,684
194.72.6.57,2020-01-31,727902,24215,2336,3487,6366,4150,1793,6083
194.72.9.34,2020-01-31,727902,41628,4785,5672,8204,5547,4102,13318
194.72.9.38,2020-01-31,727902,42483,5672,5963,7811,5587,4075,13375
194.72.9.39,2020-01-30,727902,1410,72,98,173,163,174,730
194.73.73.172,2020-01-28,727902,1402,72,104,162,182,192,690
194.73.82.242,2020-01-31,727902,44878,5201,5546,9671,6801,4212,13447
194.74.65.68,2020-01-31,727902,42633,7391,6139,6816,5229,3920,13138
194.74.65.69,2020-01-31,727902,43185,7438,6659,6909,5095,3884,13200
194.77.8.1,2020-01-31,727902,206637,735,4275,21211,42780,61365,76271
194.77.111.24,2020-01-31,727902,14935,135,748,1995,1680,1641,8736
194.78.48.13,2020-01-29,727902,9910,154,298,428,936,1272,6822
194.79.69.129,2020-01-30,727902,1423,90,99,168,168,171,727
194.85.32.18,2020-01-28,727902,5861,660,423,555,668,721,2834
194.90.1.5,2020-01-28,727902,1635,269,114,185,167,180,720
194.95.202.198,2020-01-31,727902,10821,157,401,873,1057,1341,6992
194.98.65.65,2020-01-31,727902,233986,6948,19643,67229,57121,23494,59551
194.100.97.66,2020-01-29,727902,14469,1041,1395,1676,1258,1006,8093
194.105.21.230,2020-01-31,727902,16622,580,1398,1165,885,1092,11502
194.105.32.2,2020-01-31,727902,30298,525,921,1674,1844,2354,22980
194.105.32.12,2020-01-29,727902,25794,500,923,1596,1485,1909,19381
194.105.224.1,2020-01-31,727902,1705,173,106,197,193,207,829
194.106.96.5,2020-01-31,727902,1565,83,127,179,194,193,789
194.106.162.2,2020-01-28,727902,12008,851,543,799,780,935,8100
194.106.162.3,2020-01-25,727902,12197,863,529,775,832,995,8203
194.106.162.10,2020-01-31,727902,12056,857,539,755,771,949,8185
194.109.6.66,2020-01-31,727902,2020,411,172,206,184,206,841
194.109.9.99,2020-01-31,727902,1822,380,167,175,189,166,745
194.109.18.220,2020-01-31,727902,1518,65,123,187,199,217,727
194.109.21.149,2020-01-31,727902,1546,57,117,199,193,209,771
194.109.104.104,2020-01-29,727902,1834,443,130,192,177,195,697
194.112.0.1,2020-01-30,727902,1458,81,92,198,173,181,733
194.113.59.64,2020-01-28,727902,1491,69,120,166,186,189,761
194.117.157.4,2020-01-28,727902,1922,247,232,250,201,211,781
194.117.200.10,2020-01-31,727902,1453,70,105,180,170,180,748
194.117.200.15,2020-01-31,727902,1420,65,115,166,168,176,730
194.119.228.67,2020-01-31,727902,1721,317,112,205,191,204,692
194.119.232.2,2020-01-31,727902,1370,69,90,201,150,178,682
194.119.232.3,2020-01-30,727902,1372,81,84,198,175,154,680
194.125.2.240,2020-01-28,727902,1740,332,124,206,171,184,723
194.125.2.241,2020-01-28,727902,1676,277,131,206,168,195,699
194.125.133.10,2020-01-31,727902,109783,1059,1157,5533,23580,37914,40540
194.125.133.11,2020-01-31,727902,116095,1178,1341,6554,26490,39366,41166
194.126.32.2,2020-01-30,727902,2279,121,139,230,244,262,1283
194.126.32.4,2020-01-28,727902,2437,125,149,233,270,265,1395
194.126.97.30,2020-01-31,727902,3158,418,352,501,487,306,1094
194.126.101.34,2020-01-31,727902,3294,476,420,583,345,251,1219
194.126.101.37,2020-01-31,727902,2636,200,305,448,346,239,1098
194.126.115.18,2020-01-28,727902,3284,533,442,529,341,284,1155
194.126.115.19,2020-01-31,727902,2766,256,346,484,315,276,1089
194.126.115.20,2020-01-29,727902,2269,173,260,336,257,266,977
194.133.14.66,2020-01-31,727902,29167,572,1581,3791,2145,2978,18100
194.133.122.47,2020-01-28,727902,1766,86,109,184,208,223,956
194.134.0.12,2020-01-28,727902,1413,73,91,175,184,175,715
194.134.0.13,2020-01-30,727902,1438,71,76,170,187,183,751
194.134.0.97,2020-01-28,727902,1855,382,181,181,182,189,740
194.134.5.5,2020-01-31,727902,1828,388,169,192,183,186,710
194.134.5.55,2020-01-31,727902,1808,378,191,189,191,185,674
194.134.13.36,2020-01-29,727902,1452,68,110,193,198,188,695
194.134.13.71,2020-01-30,727902,1442,64,112,181,180,181,724
194.134.194.134,2020-01-31,727902,1411,69,127,153,141,181,740
194.137.58.2,2020-01-29,727902,28447,960,1436,2507,1709,1753,20082
194.145.63.2,2020-01-31,727902,3599,325,212,328,370,429,1935
194.145.128.1,2020-01-29,727902,3063,374,171,219,241,280,1778
194.145.128.2,2020-01-28,727902,14173,729,283,601,893,1232,10435
194.146.109.221,2020-01-29,727902,5700,335,365,666,585,624,3125
194.146.109.222,2020-01-28,727902,5659,337,402,647,573,622,3078
194.146.171.119,2020-01-31,727902,32138,798,1923,2196,2090,2629,22502
194.149.0.157,2020-01-28,727902,1503,176,109,170,181,164,703
194.150.168.168,2020-01-31,727902,212847,5908,8905,26558,48450,51011,72015
194.151.228.18,2020-01-31,727902,3045,1053,491,309,228,235,729
194.151.228.34,2020-01-31,727902,3140,925,549,388,242,234,802
194.154.16.99,2020-01-31,727902,10017,907,1595,1930,1452,1048,3085
194.154.192.101,2020-01-30,727902,1567,123,108,183,210,210,733
194.154.192.102,2020-01-30,727902,1581,144,112,186,170,184,785
194.154.230.64,2020-01-30,727902,1460,68,113,192,181,183,723
194.154.230.74,2020-01-31,727902,1530,73,100,188,213,199,757
194.158.64.8,2020-01-30,727902,1468,73,104,185,166,203,737
194.158.64.9,2020-01-31,727902,1480,68,126,172,181,174,759
194.158.122.10,2020-01-31,727902,2955,925,469,338,250,217,756
194.158.122.15,2020-01-31,727902,2847,983,343,355,246,164,756
194.158.194.131,2020-01-31,727902,1750,82,132,239,226,204,867
194.158.198.130,2020-01-31,727902,1577,81,128,226,191,187,764
194.158.230.53,2020-01-31,727902,31724,1030,1506,2930,4902,9441,11915
194.158.230.54,2020-01-31,727902,31871,999,1576,3047,5063,9540,11646
194.159.73.135,2020-01-31,727902,1815,444,148,176,163,184,700
194.159.73.136,2020-01-31,727902,1812,442,153,183,185,149,700
194.164.2.10,2020-01-30,727902,1392,69,90,174,205,193,661
194.165.94.1,2020-01-30,727902,1472,74,96,201,177,185,739
194.165.94.5,2020-01-25,727902,1433,70,109,198,136,178,742
194.168.4.100,2020-01-31,727902,10349,8382,369,337,253,246,762
194.168.8.100,2020-01-31,727902,10277,5437,2298,1102,378,245,817
194.176.32.129,2020-01-30,727902,1550,66,110,202,185,201,786
194.176.162.1,2020-01-31,727902,1754,77,205,229,167,203,873
194.176.224.1,2020-01-30,727902,1438,69,122,173,190,188,696
194.176.224.2,2020-01-30,727902,1415,66,99,180,166,181,723
194.176.224.3,2020-01-30,727902,1374,75,94,170,163,172,700
194.177.128.113,2020-01-30,727902,14125,192,244,596,1549,6058,5486
194.177.210.210,2020-01-31,727902,53329,15904,438,707,1609,5903,28768
194.177.210.211,2020-01-30,727902,13625,10470,244,356,407,383,1765
194.177.224.7,2020-01-28,727902,1463,78,100,185,182,177,741
194.179.1.100,2020-01-31,727902,117704,4648,1835,2964,7090,27732,73435
194.179.1.101,2020-01-31,727902,121589,4610,1814,3014,7139,27723,77289
194.184.201.5,2020-01-31,727902,7171,102,223,564,800,949,4533
194.186.112.18,2020-01-31,727902,1399,67,100,163,178,175,716
194.187.148.1,2020-01-27,727902,27986,873,1415,1382,1135,1259,21922
194.190.195.66,2020-01-31,727902,1407,64,100,176,202,167,698
194.192.21.151,2020-01-30,727902,7092,580,571,1166,1098,580,3097
194.192.161.169,2020-01-31,727902,1430,80,110,200,184,174,682
194.204.152.34,2020-01-31,727902,24426,3109,1376,1669,3044,6095,9133
194.204.159.1,2020-01-31,727902,23093,2427,1283,1639,2913,5714,9117
194.206.126.253,2020-01-29,727902,29628,407,763,3702,3598,3416,17742
194.213.72.4,2020-01-30,727902,1511,72,106,189,178,210,756
194.213.72.11,2020-01-31,727902,1466,65,95,170,179,194,763
194.219.227.2,2020-01-31,727902,4837,3286,140,219,206,209,777
194.224.229.2,2020-01-30,727902,2627,191,318,277,253,276,1312
194.226.128.1,2020-01-31,727902,1503,69,101,173,191,185,784
194.228.2.1,2020-01-30,727902,1743,314,114,200,194,182,739
194.228.41.113,2020-01-28,727902,1948,419,124,181,219,206,799
194.229.164.2,2020-01-30,727902,7731,103,251,672,749,1014,4942
194.229.164.4,2020-01-31,727902,2099,53,109,223,253,229,1232
194.238.27.4,2020-01-31,727902,1508,61,105,176,170,212,784
194.238.48.2,2020-01-29,727902,9873,135,412,1208,2822,1597,3699
194.238.48.3,2020-01-31,727902,9899,122,376,1231,2813,1675,3682
194.239.134.83,2020-01-29,727902,2565,932,197,251,210,203,772
194.243.154.62,2020-01-31,727902,180197,4255,7823,14196,16357,46939,90627
194.246.101.57,2020-01-24,727902,2822,98,127,276,294,412,1615
195.0.132.6,2020-01-28,727902,12283,158,713,1389,1587,1231,7205
195.5.16.2,2020-01-30,727902,3176,126,205,279,296,335,1935
195.5.29.2,2020-01-31,727902,2070,79,120,174,171,210,1316
195.5.51.178,2020-01-31,727902,3365,198,174,212,265,329,2187
195.5.64.2,2020-01-30,727902,140180,1525,1176,2586,5602,19957,109334
195.5.128.132,2020-01-27,727902,5935,256,742,826,709,575,2827
195.7.145.2,2020-01-31,727902,1442,63,120,170,176,191,722
195.10.145.9,2020-01-30,727902,1484,66,102,193,189,195,739
195.10.196.10,2020-01-22,727902,4308,280,631,883,433,371,1710
195.12.4.247,2020-01-31,727902,187593,12724,23947,38519,34973,25622,51808
195.12.140.130,2020-01-30,727902,1373,68,103,164,172,180,686
195.13.1.13,2020-01-31,727902,27179,1344,592,1622,3294,3699,16628
195.13.2.13,2020-01-31,727902,26665,846,568,1631,3344,3791,16485
195.13.56.179,2020-01-31,727902,26932,288,621,2590,3139,4507,15787
195.14.50.1,2020-01-28,727902,1741,347,101,177,178,178,760
195.16.241.140,2020-01-27,727902,65395,2088,1899,4544,7942,13383,35539
195.16.241.141,2020-01-30,727902,66940,2229,1975,4698,8243,13394,36401
195.18.114.5,2020-01-23,727902,29858,540,1618,2768,3460,5303,16169
195.22.0.33,2020-01-29,727902,1558,73,104,194,207,191,789
195.22.0.136,2020-01-30,727902,1449,74,113,157,208,183,714
195.22.0.204,2020-01-30,727902,1523,89,121,193,199,189,732
195.22.175.1,2020-01-30,727902,1460,64,119,205,175,214,683
195.24.208.2,2020-01-30,727902,1891,99,99,186,223,212,1072
195.26.152.20,2020-01-31,727902,116162,3673,2324,4387,5505,9248,91025
195.27.1.1,2020-01-31,727902,453778,44764,79027,111351,82831,47220,88585
195.27.150.42,2020-01-30,727902,66824,3531,7476,11036,9716,9387,25678
195.27.150.138,2020-01-31,727902,6514,229,547,1280,1205,656,2597
195.27.150.140,2020-01-30,727902,6486,180,510,1254,1292,720,2530
195.29.149.196,2020-01-30,727902,1861,306,130,207,191,219,808
195.29.149.197,2020-01-30,727902,1809,288,128,198,201,179,815
195.29.150.3,2020-01-29,727902,1894,365,119,184,179,202,845
195.29.150.4,2020-01-28,727902,1819,350,115,185,192,196,781
195.29.166.117,2020-01-31,727902,1796,336,117,197,213,191,742
195.34.133.10,2020-01-30,727902,2433,695,133,217,242,280,866
195.40.0.250,2020-01-22,727902,2774,130,234,313,404,439,1254
195.40.1.11,2020-01-30,727902,1813,93,116,254,215,198,937
195.40.1.15,2020-01-29,727902,1953,61,110,197,174,198,1213
195.40.1.250,2020-01-31,727902,1852,93,105,186,196,209,1063
195.47.255.67,2020-01-30,727902,1635,80,99,224,206,207,819
195.49.216.15,2020-01-31,727902,123938,3804,1370,2384,4767,10436,101177
195.50.140.11,2020-01-30,727902,2013,80,173,267,242,247,1004
195.50.140.13,2020-01-24,727902,2056,97,156,260,255,234,1054
195.50.140.14,2020-01-31,727902,1975,85,162,231,205,262,1030
195.50.140.15,2020-01-30,727902,1902,93,128,221,225,236,999
195.50.140.68,2020-01-31,727902,14680,1352,1118,2228,2169,1888,5925
195.50.140.69,2020-01-31,727902,14844,1382,1046,2197,2162,1980,6077
195.50.140.70,2020-01-30,727902,14739,1362,1112,2197,2162,1870,6036
195.50.140.71,2020-01-30,727902,14756,1325,1089,2289,2103,1931,6019
195.50.140.133,2020-01-31,727902,12987,1082,755,1582,1985,1903,5680
195.53.204.139,2020-01-31,727902,28298,1225,975,929,1223,1963,21983
195.66.0.3,2020-01-31,727902,13842,228,403,1526,1707,1646,8332
195.67.27.18,2020-01-31,727902,41133,1468,2463,2988,4781,10505,18928
195.67.69.66,2020-01-31,727902,33743,126,516,1822,2333,5413,23533
195.67.160.3,2020-01-25,727902,89472,3538,5138,4928,6114,13419,56335
195.67.199.33,2020-01-31,727902,2570,731,506,236,200,201,696
195.67.199.42,2020-01-31,727902,2583,901,359,233,192,191,707
195.67.199.43,2020-01-31,727902,2567,923,317,188,206,188,745
195.68.0.1,2020-01-31,727902,5257,354,903,1302,936,617,1145
195.68.0.2,2020-01-31,727902,5156,376,885,1308,840,573,1174
195.68.208.230,2020-01-30,727902,1763,113,106,218,189,232,905
195.70.35.5,2020-01-30,727902,6404,326,525,754,534,628,3637
195.70.196.219,2020-01-31,727902,1508,87,105,196,189,163,768
195.71.86.133,2020-01-31,727902,1461,70,100,187,175,184,745
195.71.143.51,2020-01-29,727902,1675,101,121,211,167,232,843
195.71.240.112,2020-01-29,727902,2727,198,539,514,285,293,898
195.71.252.116,2020-01-31,727902,2949,290,465,691,331,255,917
195.74.0.47,2020-01-30,727902,2119,645,127,211,202,177,757
195.74.0.55,2020-01-23,727902,1595,155,116,197,200,170,757
195.74.128.6,2020-01-31,727902,193965,3549,14305,43318,44160,31356,57277
195.78.6.36,2020-01-29,727902,8916,159,292,1085,999,1214,5167
195.78.6.210,2020-01-31,727902,9230,165,329,1101,1015,1252,5368
195.78.10.82,2020-01-30,727902,1483,78,126,162,195,167,755
195.78.148.3,2020-01-31,727902,2461,61,113,377,571,425,914
195.82.195.99,2020-01-31,727902,1410,70,104,163,170,164,739
195.82.195.101,2020-01-28,727902,1367,60,95,171,170,168,703
195.85.130.68,2020-01-31,727902,1459,75,146,183,161,181,713
195.88.112.2,2020-01-26,727902,2073,109,155,246,274,225,1064
195.92.195.94,2020-01-31,727902,4225,106,280,1131,923,559,1226
195.92.195.95,2020-01-31,727902,4158,111,247,1113,930,571,1186
195.94.0.34,2020-01-31,727902,1611,92,122,177,209,211,800
195.94.88.254,2020-01-28,727902,27380,712,749,1938,2986,3642,17353
195.94.90.10,2020-01-31,727902,26943,659,694,1892,2817,3608,17273
195.96.96.33,2020-01-30,727902,1861,396,164,184,184,203,730
195.99.66.220,2020-01-31,727902,207531,2093,11233,33818,58371,37568,64448
195.112.224.75,2020-01-30,727902,1579,88,110,193,187,187,814
195.113.144.194,2020-01-31,727902,184347,3856,4313,13655,32612,54660,75251
195.114.173.153,2020-01-29,727902,112914,3458,2457,4977,9563,23084,69375
195.116.81.1,2020-01-30,727902,1617,72,132,200,198,177,838
195.121.1.34,2020-01-31,727902,2734,1063,276,212,216,188,779
195.121.1.66,2020-01-31,727902,2728,1012,303,222,201,189,801
195.122.12.241,2020-01-30,727902,1729,216,114,198,180,202,819
195.128.128.1,2020-01-31,727902,1624,72,125,196,195,200,836
195.129.12.83,2020-01-31,727902,234377,6490,20168,65693,57723,27474,56829
195.129.12.122,2020-01-31,727902,231218,13211,31934,53817,52124,25063,55069
195.130.130.1,2020-01-30,727902,2654,961,311,193,211,194,784
195.130.130.2,2020-01-30,727902,2687,934,310,220,199,195,829
195.130.130.3,2020-01-31,727902,2629,946,303,228,207,183,762
195.130.130.4,2020-01-31,727902,2518,912,305,227,157,161,756
195.130.130.5,2020-01-30,727902,2465,915,325,200,154,177,694
195.130.130.11,2020-01-28,727902,2529,945,276,216,186,180,726
195.130.131.1,2020-01-27,727902,2533,920,299,196,183,194,741
195.130.131.2,2020-01-30,727902,2552,863,365,192,181,179,772
195.130.131.3,2020-01-30,727902,2652,891,347,222,212,205,775
195.130.131.4,2020-01-30,727902,2601,910,361,200,197,206,727
195.130.131.5,2020-01-27,727902,2537,863,365,211,195,202,701
195.130.131.6,2020-01-31,727902,1906,417,195,176,193,187,738
195.130.131.11,2020-01-31,727902,2507,916,338,181,178,180,714
195.130.132.17,2020-01-24,727902,1421,79,102,168,176,178,718
195.130.224.18,2020-01-29,727902,1544,105,122,172,183,196,766
195.130.225.129,2020-01-26,727902,1498,88,100,164,198,174,774
195.140.133.5,2020-01-31,727902,1373,54,102,171,181,176,689
195.140.133.6,2020-01-31,727902,1391,72,98,189,147,174,711
195.145.119.62,2020-01-27,727902,28310,487,2116,3268,2915,3467,16057
195.145.119.189,2020-01-30,727902,28489,494,2146,3309,2911,3307,16322
195.149.216.2,2020-01-31,727902,3248,105,199,375,360,376,1833
195.154.193.55,2020-01-27,727902,1809,78,118,222,199,198,994
195.154.223.1,2020-01-31,727902,34147,1215,1665,3789,4949,5743,16786
195.158.7.98,2020-01-30,727902,1575,62,110,215,184,199,805
195.159.0.100,2020-01-31,727902,43937,2244,2670,3232,2602,3457,29732
195.159.0.200,2020-01-31,727902,12052,942,1239,1629,1112,1156,5974
195.159.0.201,2020-01-31,727902,5468,457,625,1140,571,497,2178
195.159.233.10,2020-01-31,727902,9601,556,1067,1489,981,875,4633
195.161.15.19,2020-01-26,727902,5225,117,332,1082,539,508,2647
195.162.161.182,2020-01-25,727902,59158,1733,3369,8332,8120,9691,27913
195.166.13.4,2020-01-31,727902,158086,847,4018,22082,35775,31871,63493
195.166.192.1,2020-01-31,727902,56055,495,1424,1710,2643,3959,45824
195.166.192.8,2020-01-30,727902,52677,564,1669,1829,2682,3973,41960
195.167.65.194,2020-01-28,727902,3075,467,146,267,304,323,1568
195.167.224.150,2020-01-29,727902,55576,2659,3650,6663,6679,7695,28230
195.170.0.1,2020-01-31,727902,5408,3837,125,202,210,219,815
195.170.0.2,2020-01-31,727902,5918,4345,148,228,228,203,766
195.170.2.2,2020-01-31,727902,5520,3909,124,224,224,218,821
195.170.55.1,2020-01-31,727902,37830,3490,1774,1460,1381,1826,27899
195.175.37.4,2020-01-27,727902,1448,63,106,169,184,174,752
195.175.37.7,2020-01-29,727902,1454,64,118,162,177,199,734
195.175.37.9,2020-01-29,727902,1412,65,106,167,167,174,733
195.175.37.11,2020-01-26,727902,1455,81,112,187,186,199,690
195.175.37.14,2020-01-30,727902,1501,79,108,190,182,190,752
195.175.37.73,2020-01-31,727902,1411,65,117,183,169,184,693
195.175.37.74,2020-01-31,727902,1476,71,124,192,160,192,737
195.175.39.3,2020-01-29,727902,2079,327,197,204,219,218,914
195.175.39.39,2020-01-30,727902,104070,1614,368,1058,2517,9287,89226
195.175.39.40,2020-01-31,727902,92062,1500,393,981,2506,9496,77186
195.175.39.117,2020-01-31,727902,1925,134,362,223,189,197,820
195.175.39.118,2020-01-28,727902,1899,128,365,202,192,184,828
195.175.39.123,2020-01-28,727902,1784,109,366,205,160,164,780
195.175.39.167,2020-01-23,727902,1995,328,192,182,185,205,903
195.175.39.168,2020-01-31,727902,2098,334,207,200,220,224,913
195.178.32.2,2020-01-30,727902,1511,188,103,187,170,188,675
195.178.38.3,2020-01-31,727902,1886,181,116,220,194,237,938
195.182.96.28,2020-01-31,727902,1493,94,117,180,201,182,719
195.182.96.61,2020-01-28,727902,1493,102,119,181,170,186,735
195.182.110.132,2020-01-31,727902,219240,6051,24476,48308,54493,30554,55358
195.184.44.34,2020-01-21,727902,1459,63,112,170,161,197,756
195.184.143.242,2020-01-31,727902,25152,621,1468,3324,3705,2935,13099
195.184.180.4,2020-01-20,727902,1669,331,91,174,169,175,729
195.184.181.4,2020-01-31,727902,1737,343,96,206,165,191,736
195.186.1.107,2020-01-31,727902,1938,445,168,209,191,164,761
195.186.1.108,2020-01-31,727902,1941,449,202,179,184,194,733
195.186.1.109,2020-01-26,727902,1875,458,204,165,171,170,707
195.186.1.110,2020-01-31,727902,219704,5386,15082,46172,51077,44955,57032
195.186.1.111,2020-01-31,727902,175632,4359,12416,37781,41831,35797,43448
195.186.1.120,2020-01-22,727902,8220,241,414,908,934,1200,4523
195.186.1.125,2020-01-30,727902,9651,299,454,1101,1137,1461,5199
195.186.1.126,2020-01-30,727902,9596,287,442,1120,1047,1411,5289
195.186.4.107,2020-01-31,727902,1958,478,162,201,198,176,743
195.186.4.108,2020-01-29,727902,1868,474,163,168,174,161,728
195.186.4.109,2020-01-29,727902,1910,496,143,181,170,209,711
195.186.4.111,2020-01-31,727902,221124,6127,14453,45809,53141,45374,56220
195.198.214.72,2020-01-30,727902,105711,1083,4678,5043,5799,10010,79098
195.198.219.6,2020-01-31,727902,1653,69,114,206,208,214,842
195.202.32.79,2020-01-22,727902,11200,224,233,735,1420,1692,6896
195.202.33.68,2020-01-31,727902,23603,661,661,2004,2821,3251,14205
195.222.0.1,2020-01-29,727902,3791,386,587,626,471,469,1252
195.222.4.1,2020-01-31,727902,2846,180,409,495,365,345,1052
195.224.180.238,2020-01-27,727902,113137,3850,11420,23681,23322,16701,34163
195.225.36.2,2020-01-25,727902,57966,1080,1870,1655,2598,4354,46409
195.225.130.2,2020-01-31,727902,1468,70,109,165,199,193,732
195.226.224.72,2020-01-31,727902,1487,101,105,195,188,172,726
195.226.224.74,2020-01-30,727902,1410,97,99,168,168,192,686
195.229.24.34,2020-01-31,727902,1418,65,89,185,181,166,732
195.229.24.50,2020-01-31,727902,1407,66,118,175,162,173,713
195.229.241.222,2020-01-31,727902,2211,791,120,198,198,193,711
195.230.64.13,2020-01-30,727902,4340,336,584,437,510,421,2052
195.230.95.66,2020-01-31,727902,8959,1325,872,701,751,716,4594
195.235.96.90,2020-01-31,727902,4062,1860,594,238,214,227,929
195.235.113.3,2020-01-31,727902,4271,1986,471,267,266,235,1046
195.238.2.21,2020-01-30,727902,3239,895,271,292,342,320,1119
195.238.2.22,2020-01-31,727902,4307,933,253,471,522,571,1557
195.238.40.45,2020-01-31,727902,15085,492,1870,4439,4070,1818,2396
195.238.50.254,2020-01-30,727902,1376,76,98,152,175,173,702
195.241.77.53,2020-01-28,727902,12508,442,781,1081,890,1410,7904
195.241.77.54,2020-01-31,727902,12519,437,774,1078,931,1413,7886
195.241.77.55,2020-01-31,727902,12489,427,785,1134,898,1348,7897
195.241.77.58,2020-01-31,727902,12484,561,708,1084,927,1383,7821
195.242.208.40,2020-01-29,727902,10133,85,319,1147,1206,1387,5989
195.244.29.3,2020-01-31,727902,1413,82,107,160,180,164,720
195.248.77.3,2020-01-31,727902,16623,125,214,654,1124,1638,12868
195.250.187.46,2020-01-31,727902,3415,559,429,577,325,308,1217
196.0.3.70,2020-01-28,727902,1488,94,124,181,197,179,713
196.2.1.6,2020-01-28,727902,2051,64,115,201,220,267,1184
196.2.45.101,2020-01-31,727902,4303,884,679,277,265,291,1907
196.2.48.227,2020-01-29,727902,2770,591,613,299,198,183,886
196.2.53.140,2020-01-31,727902,2857,671,621,266,196,193,910
196.2.194.9,2020-01-29,727902,19927,478,405,651,864,1280,16249
196.3.132.85,2020-01-31,727902,1505,73,103,186,193,187,763
196.3.135.14,2020-01-28,727902,2216,123,120,227,233,226,1287
196.7.0.138,2020-01-28,727902,3213,1113,426,266,217,225,966
196.7.142.132,2020-01-31,727902,3958,1603,627,234,213,255,1026
196.7.147.235,2020-01-29,727902,1493,63,110,185,186,192,757
196.7.150.34,2020-01-31,727902,1468,51,120,189,176,196,736
196.11.240.241,2020-01-31,727902,1412,79,98,192,179,173,691
196.12.209.5,2020-01-28,727902,1858,120,110,206,219,199,1004
196.12.209.6,2020-01-31,727902,1874,143,110,233,197,228,963
196.14.239.2,2020-01-29,727902,3805,899,298,195,294,304,1815
196.22.160.12,2020-01-30,727902,4933,2107,741,232,244,252,1357
196.29.40.3,2020-01-31,727902,47546,314,459,1102,1894,4292,39485
196.29.40.4,2020-01-31,727902,49266,327,498,1141,1919,4653,40728
196.29.65.2,2020-01-27,727902,2518,141,127,241,275,279,1455
196.30.31.193,2020-01-31,727902,1460,82,122,172,173,173,738
196.34.146.82,2020-01-31,727902,6041,96,239,419,433,511,4343
196.36.199.229,2020-01-31,727902,2333,323,326,202,212,228,1042
